job_title,role_category,open_roles,top_locations,experience_level,work_mode,skills,job_links
Brand Marketing Manager,Marketing,1,Winnersh,Senior,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5588370693?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=C1365FA83F041C6A6653239C1D45663639C7CC43""}]"
Breeam Consultant,Business,1,Milton Keynes,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5595316567?se=5oxhycgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=90F421766D77E522E123FB59EE3AB2333AA9CAC3""}]"
Business Analyst,Business,48,"Leeds, Manchester, York",Senior,On-site,"['Analysis', 'Azure', 'Communication', 'Power BI', 'Python', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610301160?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=074CA0C2ED5A0812FA66FFC65DB6C546AF9AE5C0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610302456?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=2929D4FD8C176CDBF9EAD1D153AC0AAABA2200B7""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610300753?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=F8D99D45874C2F6BE393CEF5D5205B876B5CD480""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5577274827?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=423BCAD51A491E90FAD88ED05E3F7DB433BA43A9""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602754579?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=1F751C282EC5719621C56EB74A97F49EA5BC51DB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596782768?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0CDFC16F21F2FDC02409D78B55CC96E5472BDB69""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602754520?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=4A8E3C0C62C2D461071417B81887356D13512ABF""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597025068?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=53B3BF0A497E5C1A53BEB60087F10B8B60C3E13A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611356713?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A6C0A1B5935C2A5D279E69AD11DD9558A96C5DE9""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5589173399?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=77C75F4A2A2FB6186E8E040F428555E7A44A2363""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5551370066?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=CA1D28D276F9B07CE8C2AAC5653D315DA4C3BCEE""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5610114751?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5604704788?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5583632495?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5601471369?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5601471333?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5611370163?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5597999670?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5602535075?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5610949175?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5586958464?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5604422669?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5577396771?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5584269893?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5574761155?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5595598489?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5350418175?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5583598316?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5593852108?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5582274119?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5577396770?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5591756232?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5595600256?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5580427907?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5596875619?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5548457451?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/4260045806?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5509086120?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=ED84D4B6B3505C5C8E8A2F56320FBA4A21C2DA91""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5511320541?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A1F05D852AB4AD08E92475AAD68955E7E51EC902""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5133605057?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=52E7952FF56D918EE1BF6F64DD9CE78B91315E60""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5536080566?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=17ABE798B5A0C54F3339D17FE9D295778B5928DB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5509085995?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=7D3806CD94D5D8FF9CF73ACE3CF9BDDC6332B1E6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587665337?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A07C97BBFE007C1C3DD50B5E98843DBBE7D3B86B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5608833154?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=E1C637F0520789123B9444662522165FDD10F50F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5571502814?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=84845E91F361B4AFCD8901F74143AA9B3C4112BA""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604820294?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=0C1A8601CC0D8F07D7EBD13105F44F5BA95724AD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581051756?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=8A016AF74A7E672687B23DA9982AD4A95B3069C1""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581051944?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=BEE607E2D419524A06ED52999EB8501A228B4C3F""}]"
Business Analyst (Commercial Insurance Products Exp),Business,1,Camberley,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601189299?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=81E90B80093324321E704F3AB8616F432C85507C""}]"
Business Analyst (Erp),Business,1,Aberdeen,Mid,On-site,['Azure'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603182789?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=5542D4FE4CEEEAF888AD9460399DFDA355B85903""}]"
Business Analyst - Customer Journey (Digital Payments),Business,1,Bristol,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611137784?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=448631044C79AA74416D06F948964F76C42DB3FE""}]"
Business Analyst - Data Sciences,Data,1,London,Mid,On-site,"['Data Analysis', 'Python', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5604873652?utm_medium=api&utm_source=026f28a2""}]"
Business Analyst - Operational Resilience - Banking,Business,1,Milton Keynes,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5594800502?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B9BE9E6E8DD5B8D6367F86A0C61D9DB7635FECB7""}]"
Business Analyst - Tax,Business,1,London,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957690?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D42F261D7A882C0740603537474E9859F2C79879""}]"
Business Analyst - Technology,Business,1,Belfast,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5609892304?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=63109923E0FFD24A7E4CA2BF2104ED4FC2C91BC6""}]"
Business Analyst 12 Month Ftc,Business,1,Bromsgrove,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583476158?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E2E8DF7DA7573EBB6F85600C66ECD61C6BB976B4""}]"
Business Analyst Trainee,Business,8,"Edinburgh Technopole, St. Neots, Newcastle Upon Tyne",Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835595?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0882453BBDF37B9D7A0B9265F393A49FF9CC698B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835579?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=F6CA18ABC08498BA54EF4C4D89926A55AB2A565E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835608?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=7BB639BF24522011D140080351D5BF2D1F559593""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835569?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=7DE773CEE60504164C726641162A09593FC813E1""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835614?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=CD8C4FE9AC96E4A2A61FAD16150BF05265759553""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601863345?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=DEF4C73786BD2A8E4DC34FB22F1CC1379AE5DCA8""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835545?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=C16E43E45E8C843EC343C4FB0C5395F8ADA649E0""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601835568?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E54C458F4730838F61DCEBBD3609744DF3315F6B""}]"
Business Analyst With Apps Transformation Experience,Business,1,UK,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606910232?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=BDE493026EB3C049661CDC185EBBC83933E7AD64""}]"
"Business Analyst, Pharma-Ana009224",Healthcare,1,UK,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210480871?utm_medium=api&utm_source=026f28a2""}]"
"Business Analyst/Project Manager, Mifid, Regulation",Business,1,Belfast,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5602792029?se=SgmZxcgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=99DDFCFAB950490CC262467E7DE27310B52C302F""}]"
Business Analytics,Data,1,London,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5594067858?utm_medium=api&utm_source=026f28a2""}]"
Business Change Analyst,Business,1,Cambridge,Mid,On-site,['C++'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5598598931?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=EC4CD92A7CD0050DD4949FE976F6E17CBBF46CBF""}]"
Business Data Analyst,Data,2,"The City, London",Senior,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587794442?se=5FtQuMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=5F63D883DF7321F4F5EF8E4ED86D9818719C2744""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587794352?se=5FtQuMgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0227704D60809AFADA6341C4EB2DA4A22D228D97""}]"
Business Development And Marketing Manager,Marketing,2,"Farnborough, Garden Village",Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5553987504?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D67A41054DD0BBBAC9DE94B84708AC76D5E1E02A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5575640091?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E1D057A4A5CE4A0CF3907EF553BAE48FAB8FD40D""}]"
Business Development Manager,Healthcare,1,Stevenage,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5570969670?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=56AAD5DCB11472423F20C407AC8163A40FDE6EDC""}]"
Business Development Manager (Pharma / Medical),Healthcare,1,Bristol,Mid,Hybrid,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5584711653?se=bhvh3cgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=98DBC7555CE81DEADB77464C9170602D8FAF939B""}]"
Business Development Manager Pharma / Medical,Healthcare,1,Bristol,Mid,Hybrid,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5585112308?utm_medium=api&utm_source=026f28a2""}]"
Business Support Officer - Schools Hr,HR,1,Birmingham,Mid,On-site,"['People Management', 'Recruitment']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604756998?se=ynHH5cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=CDB6E0DC0D7BEBFDEDD01DCC4C02AFCFD7377074""}]"
Business Systems Analyst (Cardiology Pacs),Business,1,Fenchurch St,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5553091957?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=E65DCFEC6A85CB2615E06E5593E19F4D8ACFDE33""}]"
C++ Software Engineer,Engineering,2,"East Knighton, Fareham",Mid,Hybrid,"['C++', 'Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5596972838?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=0FE4728B78D5B8DE5E11D60D43F3147E428C7C83""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5567771021?se=TJbHrcgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=1727BBC01C4310330D3A25F63DA84E07A0818481""}]"
Cad & Format Designer,Design,3,"Milton Keynes, Grove, Lathbury",Senior,On-site,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5594117192?se=DA2Q4MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=44F8E6259725F21A19DE790D3538A0A0AEE1786B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5594117191?se=DA2Q4MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=43302F6F01A3FD659D7FA31B4F10BA847FBE15E9""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5594117190?se=DA2Q4MgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=B3DBFE8210E546C0CE8C647BD55094D8E358AF25""}]"
Calibration Technician - Pharma/Biotech,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5516112323?utm_medium=api&utm_source=026f28a2""}]"
Calypso Sme Business Analyst,Business,2,"The City, London",Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5579384908?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4C33E93928BDA6163BE1D83CECF58BEA6E8020DE""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5578953156?se=6o3NxsgA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=7B60E22B6ABB7369772F5A59B2287FC33155734B""}]"
Campaign Marketing Manager,Marketing,1,Sowerby Bridge,Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593255853?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=64F4950A590D08BA16FC0D3C36C794BA24D3A5A4""}]"
